文本,SARA与仇恨言论,亵渎宗教,淫秽色情与违背风俗,网络赌博,诽谤网暴与勒索,虚假信息与谣言,分裂与极端主义,理由(法律与法规),本地黑话与违规关键词
"RT USER: #RETWEET \nGak Ada Kontol, Jari Jadi Sasaran ... 💦\n\n#ngentot #kontol #sangeberat #bokepasia #videomesum\n#videobokepgrat…",0,0,1,0,0,0,0,描述露骨的自慰行为并使用生殖器脏话,"kontol, ngentot",转发：没有阳具，就用手指了... 💦 #做爱 #阳具 #饥渴...
"RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 1)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san…",0,0,1,1,0,0,0,涉及宗教服饰（头巾）的性化侮辱与露骨色情描写,"Hijab, Dientot, kontol",转发：饥渴的头巾女想被操（第一部分） #口交 #阳具 #头巾...
"RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 2)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san…",0,0,1,1,0,0,0,涉及宗教服饰（头巾）的性化侮辱与露骨色情描写,"Hijab, Dientot, kontol",转发：饥渴的头巾女想被操（第二部分） #口交 #阳具 #头巾...
"RT USER: #RETWEET \nYg lagi viral...Video mesum marion jola indonesia idol\n\n#horny #memek #colmek #colokmemek #jembut #memekbece…",0,0,1,0,1,0,0,针对特定公众人物进行色情诽谤与不雅视频恶意推广,"Video mesum, memek",转发：正在疯传的...印尼偶像 Marion Jola 的淫秽视频 #发春 #私处...
"RT USER: #RETWEET\nSensasi Ngentot Dengan Cewek Cantik Berhijab ...😍\n\n( Part1)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkon…",0,0,1,1,0,0,0,将宗教符号与露骨性行为联系在一起的违规色情描述,"Ngentot, Hijab",转发：与戴头巾的美女做爱的感觉...😍（第一部分） #口交 #头巾...
"RT USER: USER Jadi inget dulu rela telponan ber-jam-jam sampe kehabisan topik tapi tetep telponan supaya dia bisa denger w…",0,0,0,0,0,0,0,关于过去个人感情经历的感性回忆，完全合规,None,转发：想起以前甘愿煲几小时电话粥，直到没话题了还在通电话，就为了听对方的声音...
"RT USER: Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) htt…",1,0,0,0,0,1,0,讨论针对韩国男性的歧视性蔑称（人妖）并提出反驳意见，涉及敏感词汇,banci,转发：那就是韩国欧巴做的啊，很多人说韩国欧巴是“人妖”，但如果是人妖怎么会去服两年兵役呢。
"RT USER: Anies: Ombudsman Perwakilan itu TIDAK SAMA dengan Ombudsman Republik Indonesia. Ingat2 itu ya!\n\nOmbudsman RI: Ombudsman Perwaki…",0,0,0,0,0,0,0,转发关于政府监管机构职能定义的客观陈述，合规,None,转发：阿尼斯说：代表监察员与印尼国家监察员不是一回事。记住了！
"RT USER: Yang beginian Kecoak dan Belatung pasti gak paham. Yang mereka tahu hanya bagaimana mengambil kebijakan seenak jidatnya sendiri…",0,1,0,0,0,1,0,使用非人化厌恶词汇（蟑螂、蛆）辱骂特定政治群体及其决策,"Kecoak, Belatung",转发：像这种事，那些“蟑螂”和“蛆”肯定不懂。他们只知道随心所欲地制定政策...
"RT USER: Manusia kampret bernama Syahroni B Daud ini akhirnya MENGAKU SALAH SUDAH MENUDUH ADA TELUR PALSU dan meminta maaf. https:…",0,1,0,0,1,0,0,针对特定个人使用政治歧视性绰号（kampret/小蝙蝠）进行人身攻击,kampret,转发：这个叫 Syahroni B Daud 的混蛋（政治贬称）终于承认污蔑“假鸡蛋”并道歉了。
"RT USER: Anyway, mandangkan semalam ada orang back up sangat golongan elit dan kutuk orang yang voice out the unfairness from the ric…",0,0,0,0,0,0,0,关于社会精英阶层与贫富公平性的社会评论，语境合规,None,总之，鉴于昨晚有人极力维护精英阶层，并谴责那些指责富人不公的人...
"RT USER: Sudah tahu dia buaya darat tapi masih saja kau ladeni. Lalu saat dia berpaling kau sebut dia brengsek. Sehat?",0,0,0,0,0,0,0,针对感情问题的日常感悟，使用比喻和常用贬义词，无恶意,"buaya darat, brengsek",已经知道他是花花公子了你还理他。等他变心了你又骂他混蛋。你没事吧？
"RT USER: #repost. Awalnya pamer otot. Terus pamer kontol. Ngocok deh sampe crottt. URL",0,0,0,0,0,0,1,极其露骨的自慰动作描写与生殖器词汇，严重违规,"kontol, Ngocok, crot",#转发。起初炫耀肌肉。然后炫耀阳具。接着就开始自慰直到射精。
"RT USER: Orang gila tanpa gangguan mental adalah orang yang paling logis (?)",0,0,0,0,0,0,0,关于心理状态的哲学性调侃或段子，合规,Orang gila,没有心理障碍的疯子才是最符合逻辑的人（？）
"RT USER: Boleh minta maaf tapi proses hukum tetap harus jalan. Kunyuk satu ini harus dikasih pelajaran supaya kedepannya dia bi…",0,1,1,0,1,0,0,针对特定个人被捕或犯错后的指责，使用动物贬称（kunyuk）,kunyuk,道歉可以，但法律程序必须继续。必须给这个混蛋一个教训，好让他以后能...
"RT USER: Bajingan Homo!!!\nHati2 terhadap anak2 kita terutama di kamar mandi laki2, jgn biarkan sendiri! URL",1,1,0,1,0,1,0,针对性少数群体（Homo）的歧视、谩骂及污名化恐吓，属于仇恨言论,"Bajingan, Homo",混蛋同性恋！！！小心我们的孩子，特别是在男厕所，别让他们单独待着！
"RT USER: USER Jadi inget uang jajan sma yg dikit pake kepotong bensin anter jemput sekolah tiap hari, akhir pekan bela""in n…",0,0,0,0,0,0,0,关于高中生活的怀旧日常分享，完全合规,None,想起高中的零花钱本来就少，每天还要扣掉接送上学的油钱，周末还拼命地...
"RT USER: Ngentot Diatas\nURL",0,0,0,0,0,0,1,包含露骨性行为词汇的色情内容，违反淫秽准则,Ngentot,在上面做爱
"RT USER: Pengantin Baru Kesakitan Saat Ngentot\n\nURL",0,0,0,0,0,0,1,描述性行为生理反应的色情标题，违反色情准则,Ngentot,新婚夫妇在做爱时感到疼痛。
"RT USER: Bokep cewek bispak bandung ngentot Croot Di Dalam 😀\n\nDownload Full : URL URL",0,0,0,0,0,0,1,包含露骨性行为描写、体液词及特定地域身份色情化推广,"Bokep, bispak, ngentot, Croot",万隆外围女做爱射在里面的黄片。下载完整版：...
"RT USER: Ngentot di Kost Dengan Pacar URL",0,0,0,0,0,0,1,简单的露骨性行为描述，违反淫秽准则,Ngentot,和女朋友在出租屋做爱。
"RT USER: Pasangan ABG lagi Semangat Ngentot\nFull >> URL #bokepabg #abgmesum #ngentot #mesum #bo…",0,0,0,0,0,0,1,针对青少年群体（ABG）的露骨色情视频推广，严重违规,"ABG, Ngentot, mesum",青少年情侣正在热烈做爱。完整版 >> ... #青少年黄片 #做爱 #淫秽
"RT USER: Saat Pimpin Salat, Kepala Imam Masjid Sidoarjo Dipukul Kapak\n\nSemoga murni tindakan kriminal bukan kerjaan orang gila lagi\nh…",0,0,0,0,0,0,0,转发关于清真寺袭击事件的新闻，不含违规内容,None,在领祷时，诗都阿佐清真寺的领祷人头部遭斧头袭击。希望这纯粹是刑事案件，不再是疯子干的。
"RT USER: USER Waduh yang begini mending bikin google form aja takutnya yg ngerep diusilin sama cowok2 bejad:(",0,0,0,0,1,0,0,针对特定群体（好色/下流男子）进行负面评价，语境为防骚扰提醒,bejad,哎呀，这种事最好用谷歌表格，怕那些回复的人被下流的男人骚扰 :(
"RT USER: Pengen juga lagi ngentot diciumin gini, dimanjain gini ahhh idaman bgt topnya URL",0,0,0,0,0,0,1,表达露骨的性行为渴求，违反风俗准则,ngentot,也想在做爱的时候被这样亲吻、这样宠爱，那个攻君真是理想型。
"RT USER: Sebenarnya aku yang kuat terasa ke perangai manusia yang babi",0,1,0,0,0,1,0,针对他人行为使用动物贬称（猪）进行人身攻击,babi,事实上，我强烈感受到了那些像猪一样的人的行为。
"RT USER: ngentot Di wc mas yuk URL",0,0,0,0,0,0,1,露骨的色情邀约，涉及特定场所与性行为词汇,ngentot,哥哥，我们去厕所做爱吧。
"RT USER: doi lg mnanti ada kontol yg mao masukin memeknya yg gatel",0,0,0,0,0,0,1,极其露骨的生殖器词汇与性交动作描写，严重违规,"kontol, memek",她正在等有阴茎想插入她发痒的私处。
"RT USER: USER USER USER USER USER Slah 1 alasan knp sya mau prsiden baru, spy jg malu2in bangsa iniiii.!!…",0,0,0,0,0,0,0,针对政治领导人的个人意见表达，属于政治言论自由范畴,None,我想要新总统的原因之一，是为了不让这个国家丢脸！！
"RT USER: Ya, saya bajingan\nTERIMA KASIH",0,0,0,0,0,0,0,针对个人品格的修辞性自嘲，不判定为网暴,bajingan,是的，我是混蛋。谢谢。
"RT USER: benda bodo apa aku baca ni... bukan ke korang golongan bijak pandai. kenapa bingai sangat ni...... kalau gitu beribu2…",0,0,0,0,1,0,0,针对他人内容的智商羞辱，指责其愚蠢,bodo, 我读的这是什么蠢东西... 你们不应该是聪明人吗。为什么这么蠢......
"RT USER: USER Beuhhh...makin sehat dong kalo gitu...\nPantesan babi gemuk²....🐷",0,0,0,0,1,0,0,使用动物贬称（猪）讽刺他人,babi, 哟... 那样的话会更健康吧... 难怪猪都长得肥肥胖胖的....🐷
"RT USER: Jam lembur malah pada ngentot\n\nURL",0,0,1,0,1,0,0,描述露骨的性行为，涉及办公场所的不雅内容,ngentot, 加班时间居然都在做爱。
"RT USER: Ngentot enak buat cowok☺️ URL",0,0,1,0,1,0,0,露骨的性行为描述，语境粗俗,Ngentot, 做爱对男人来说很爽。
"RT USER: Imam : rapatkan saf luruskan saf\nSenior: *panggil junior masuk\nJunior : *buat bodo \n\nSenior: URL",0,1,0,0,0,0,0,关于宗教礼拜（排队）的日常冷幽默，无恶意,buat bodo, 领祷者：靠拢排齐；学长：*叫学弟进来；学弟：*不理睬；学长：...
"RT USER: kenapa ya dia lucu bgt beda bgt sama yuta si kunyuk",0,0,0,0,1,0,0,针对特定个人的贬义称呼,kunyuk, 为什么他这么可爱，跟悠太那个混蛋完全不一样。
"RT USER: gue bikin video, isinya photo dan video ucapan selamat ultah untuk dia.\n\nYAK!! BOLEH MEMAKI SAYA SEKARANG YAA WAKTUNYA..\n\nok,…",0,0,0,0,0,0,0,针对个人行为的自嘲，词汇无恶意,memaki, 我做了一个视频，里面是祝他生日快乐的照片和视频。好的！！现在可以开始骂我了。
"RT USER: Memek lonte pengen disodok kontol gede",1,0,1,0,1,0,1,极其露骨的性器官描写与女性歧视蔑称,lonte, 淫妇的私处想被硕大的阳具捅。
"RT USER: Foto sekilas ngentot ibu kandung gue tadi malam, sengaja gue kasih sekilas dulu, mau liat respon anda semua, 100 Retwet gue…",0,0,1,0,1,0,0,涉及乱伦的极其露骨性行为描写，严重违规,ngentot, 昨晚跟我亲妈做爱的剪影照片，先发一张看看大家反应，100个转发我就...
"RT USER: dipaksa layanin kontol dosen\n\nURL",0,0,1,0,1,1,0,涉及利用职权的性行为描述，包含生殖器脏话,kontol, 被迫服侍教授的阳具。
"RT USER: aku suka la marathon eps sebelum ni sbb alang2 tak buat pape. Si Azam ni mmg kena dgn watak. Dari cerita hati batu lg dia ni…",0,0,0,0,0,0,0,关于剧集角色的正面评价，完全合规,None, 我喜欢刷之前的集数。Azam这个角色演得很到位。从《冷酷的心》开始他就...
"RT USER: Eh ada wartawan Selandia Baru Rasa Kampret dan dibuat berita oleh Kampret disebar di WAG. Konferensi Pers tdk dilakukan…",1,0,0,0,1,0,0,使用政治歧视性蔑称（kampret）攻击记者和媒体,Kampret, 哟，有个新西兰记者像个“小蝙蝠”（政治蔑称），还被“小蝙蝠”做成新闻发到群里了。
"RT USER: Aku percaya kok mereka tuh sebetulnya baik cuman karena hasutan manusia tapi mirip iblis aja jadi mereKa memandang saya…",0,1,0,0,0,0,0,针对人际关系的感叹，使用宗教词汇作比喻,iblis, 我相信他们本性不坏，只是受了像恶魔一样的人煽动...
"RT USER: Mimpi yang baik (sholeh) adalah dari Allah dan mimpi (buruk) adalah dari setan. (Bukhari) #OnBerkah",0,1,0,0,0,0,0,引用宗教教义（圣训），完全合规,Allah, 好的梦来自真主，坏的梦来自恶魔。（布哈里圣训）
"RT USER: USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga p…",1,0,0,0,1,0,0,针对造谣行为使用政治歧视性蔑称进行攻击,Kampret, 原来是忙着推广谣言啊，真是个“小蝙蝠”。
"RT USER: Kesayangan..asal ketemu jepit kontol URL",0,0,1,0,1,0,0,露骨的性器官接触描写，违反风俗准则,kontol, 亲爱的.. 一见面就夹住阳具。
"RT USER: APA BENDA BODO AKU PEGI BELI MAKANAN KEJAP TERUS MATI PERANG PUN AKU TAK TAU BILA START",0,0,0,0,0,0,0,针对个人游戏失误的日常抱怨，词汇无恶意,BODO, 搞什么蠢东西，我就去买个饭回来就死了，连团战什么时候开始都不知道。
"RT USER: USER USER USER USER USER USER kaya monyet",0,0,0,0,1,0,0,直接的人身攻击，使用动物贬称（猴子）,monyet, （针对某些用户）长得像猴子。
"RT USER: Brondong SMP kontol cakep panjang! Croott",0,0,1,0,1,0,0,针对未成年人的露骨色情描写与生殖器词汇，严重违规,kontol, 初中鲜肉，阳具长得帅且长！射了。
"RT USER: Rabbi Israel Sebut Orang Berkulit Hitam Sebagai “Monyet” Picu Kecaman Keras URL",0,0,0,0,0,0,0,针对种族歧视言论的新闻事实报道，完全合规,Monyet, 以色列拉比称黑人为“猴子”，引发强烈谴责。
"RT USER: USER Sejak kapan Perizinan Satu Pintu dibawah Camat?😠😠\nPolitisi partai rampok emang otak e cacingan..\nBilang ke Pa…",0,1,0,0,0,0,0,针对政治体制和相关人员的智商羞辱，使用了带有侮辱性的贬义词,otak e cacingan,转发：从什么时候起一站式许可归区长管了？抢劫犯政党的政客脑子里真长虫了..告诉那个...
"RT USER: Maaf tak menyelesaikan masalah. Sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini? Dan sudah be…",0,0,0,0,0,0,0,关于社会问题的日常评论，指责某种行为造成的损失，无违规内容,None,转发：道歉解决不了问题。已经有多少牧民和商人因为这家伙的行为而受损？已经...
"RT USER: Masa jm 7 an udah mu tidur,, ya aq gangguin terus km..maljum ngentot, jumat malem kudu ngentot lg sama dek nung. URL",0,0,0,0,0,0,1,包含露骨的性行为描述，违反淫秽色情准则,ngentot,转发：怎么才7点就要睡觉，我要一直吵你..周五晚上必须跟Nung妹妹再做一次。
"RT USER: Selfie sebelum mandi. Mau liat kelanjutan maa kuli bangunan kekar berotot ini ngocok kontol sampe mucrat??? URL",0,0,0,0,0,0,1,极其露骨的性器官和自慰动作描写，严重违反色情准则,"ngocok, kontol, mucrat",转发：洗澡前的自拍。想看这位强壮肌肉建筑工自慰到射精的后续吗？
"RT USER: lagi habis ngentot 3some di hutan. bareng Tentara temen kenalan hehehehehe baru pertama kali 3some sma TNI kekar gini…'",0,0,0,0,0,0,1,描述露骨的群交行为并涉及特定职业身份，严重违规,"ngentot, 3some",转发：刚在森林里玩完三人行。跟一个认识的当兵的朋友，呵呵呵，第一次跟这么强壮的军人三人行...
"RT USER: 🐷: mari kita gerakan anti bully, jadilah netizen cerdas!\n🐶: cuy, dah liat IG syahrini?\n🐷: wah, anjing! Gak bisa dibiarin! ma…",0,1,0,0,0,0,0,使用动物表情和脏话进行日常讽刺，属于不友善言论,anjing,转发：🐷：让我们发起反霸凌运动，做个聪明的网民！🐶：哥们，看Syahrini的Ins了吗？🐷：哇，靠！这可不能忍！
"RT USER: Forever alone tahap Dewa Gila Babi member aku sorang ni",0,1,0,0,0,0,0,使用包含宗教禁忌动物的极端修辞形容孤独状态，语境较粗俗,Gila Babi,转发：我这哥们简直到了“疯猪神级”的孤独阶段。
"RT USER: USER Ahok ini sosok yg komplit, selain hatinya busuk, ucapannya menjijikkan, perbuatannya gak kalah brengsek, menista…",1,1,1,0,1,1,0,针对特定政治人物（Ahok）进行人身攻击并涉及宗教侮辱言论,"busuk, brengsek, menista",转发：阿学（Ahok）这人真是集大成者，不仅内心腐烂，言语恶心，行为也同样混蛋，亵渎...
"RT USER: ABG Toge Mendesah Ngentot Diatas\n\n#VIDEOBOKEP Full ==> URL URL",0,0,0,0,0,0,1,包含针对特定群体的色情描述和标签，违反淫秽准则,"Ngentot, VIDEOBOKEP",转发：大胸少女在上面呻吟做爱。#黄片 完整版看这里...
"RT USER: Siapapun yg mengelola perkara sistem tiket masuk ke Bromo,Tengger,Semeru ini emang biadab, idiot, pantek, jembat'",0,1,0,0,0,0,0,针对特定管理系统的人员进行剧烈谩骂和智商羞辱,"biadab, idiot, pantek",转发：不管是谁在管理布罗莫等地的门票系统，简直是野蛮、白痴、畜生（方言脏话）。
"RT USER: USER Iblis berpesta dalam amarah di dada manusia..Islam mengajarkan berdakwah with santun, lemah lembut dan penu…",0,0,0,0,0,0,0,关于宗教修养的正向劝诫，不含攻击性内容,None,转发：恶魔在人类胸中的怒火中狂欢..伊斯兰教导我们要礼貌、温柔且充满...地传教。
